,Taxonomy
ASV0001,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Rhodoplanes
ASV0826,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; uncultured
ASV0827,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter
ASV0828,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae_R_7_group
ASV0829,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV0830,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus
ASV0831,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; SB_5; g
ASV0832,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus
ASV0833,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Limnobacter
ASV0834,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Leptothrix
ASV0835,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Bradyrhizobium
ASV0836,Bacteria; Chloroflexi; Anaerolineae; SBR1031; f; g
ASV0837,Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; g
ASV0838,Bacteria; Myxococcota; Myxococcia; Myxococcales; Anaeromyxobacteraceae; Anaeromyxobacter
ASV0839,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV0840,Bacteria; Proteobacteria; Alphaproteobacteria; Defluviicoccales; Defluviicoccaceae; Defluviicoccus
ASV0841,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV0842,Bacteria; Chloroflexi; Dehalococcoidia; Dehalococcoidales; Dehalococcoidaceae; Dehalogenimonas
ASV0843,Bacteria; Firmicutes; Clostridia; Caldicoprobacterales; Caldicoprobacteraceae; Caldicoprobacter
ASV0844,Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Cohnella
ASV0845,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus_Xiphinematobacter
ASV0846,Bacteria; Firmicutes; Incertae_Sedis; DTU014; f; g
ASV0847,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Rhodocyclaceae; Candidatus_Accumulibacter
ASV0848,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; uncultured; g
ASV0849,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales_Incertae_Sedis; uncultured
ASV0850,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; A21b; g
ASV0851,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV0852,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV0853,Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus_Solibacter
ASV0854,Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter
ASV0855,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Bosea
ASV0856,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter
ASV0857,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae; Phaeodactylibacter
ASV0858,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae_R_7_group
ASV0859,Bacteria; Proteobacteria; Gammaproteobacteria; Diplorickettsiales; Diplorickettsiaceae; Aquicella
ASV0861,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus_Udaeobacter
ASV0863,Bacteria; Chloroflexi; Anaerolineae; SBR1031; f; g
ASV0864,Bacteria; Cyanobacteria; Sericytochromatia; o; f; g
ASV0865,Bacteria; Chloroflexi; AD3; o; f; g
ASV0866,Bacteria; Acidobacteriota; Subgroup_11; o; f; g
ASV0867,Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02
ASV0868,Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Parachlamydiaceae; Candidatus_Protochlamydia
ASV0869,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_Subgroup_1_; uncultured
ASV0870,Bacteria; Firmicutes; Clostridia; Oscillospirales; UCG_010; g
ASV0871,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
ASV0872,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Herminiimonas
ASV0873,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; SWB02
ASV0874,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; LD29
ASV0875,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Microvirga
ASV0876,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; g
ASV0877,Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; uncultured
ASV0879,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV0880,Bacteria; Fibrobacterota; Fibrobacteria; Fibrobacterales; BBMC_4; g
ASV0881,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV0882,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Rhodovastum
ASV0883,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Pelotomaculaceae; Cryptanaerobacter
ASV0884,Bacteria; Actinobacteriota; Coriobacteriia; OPB41; f; g
ASV0885,Bacteria; Chloroflexi; KD4_96; o; f; g
ASV0886,Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; g
ASV0887,Bacteria; Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup_10
ASV0888,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas
ASV0889,Archaea; Halobacterota; Methanosarcinia; Methanosarciniales; Methanosarcinaceae; Methanosarcina
ASV0890,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV0891,Bacteria; Acidobacteriota; Blastocatellia; 11_24; f; g
ASV0892,Bacteria; Firmicutes; Clostridia; Gracilibacteraceae; uncultured; g
ASV0893,Bacteria; Sumerlaeota; Sumerlaeia; Sumerlaeales; Sumerlaeaceae; Sumerlaea
ASV0894,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; SB_5; g
ASV0895,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas
ASV0896,Bacteria; Firmicutes; Negativicutes; Veillonellales_Selenomonadales; Sporomusaceae; uncultured
ASV0897,Bacteria; Firmicutes; Desulfitobacteriia; Desulfitobacteriales; SyntrophobASVlaceae; Candidatus_Dichloromethanomonas
ASV0898,Bacteria; Proteobacteria; Gammaproteobacteria; R7C24; f; g
ASV0899,Archaea; Halobacterota; Methanosarcinia; Methanosarciniales; Methanosarcinaceae; Methanosarcina
ASV0900,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Desulfotomaculales_Incertae_Sedis; Desulfallas_Sporotomaculum
ASV0901,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Family_XI; Tissierella
ASV0902,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV0904,Bacteria; Zixibacteria; c; o; f; g
ASV0905,Bacteria; Chloroflexi; KD4_96; o; f; g
ASV0906,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV0907,Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus
ASV0908,Bacteria; Firmicutes; Clostridia; Gracilibacteraceae; Gracilibacter; g
ASV0909,Bacteria; Chloroflexi; Anaerolineae; Caldilineales; Caldilineaceae; uncultured
ASV0910,Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium
ASV0911,Bacteria; Acidobacteriota; Acidobacteriae; AKIW659; f; g
ASV0912,Bacteria; Firmicutes; Clostridia; Caldicoprobacterales; Caldicoprobacteraceae; Caldicoprobacter
ASV0913,Bacteria; Firmicutes; Clostridia; Clostridiales; Oxobacteraceae; Oxobacter
ASV0914,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; MND1
ASV0915,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; C2U; g
ASV0916,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae_R_7_group
ASV0917,Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Pajaroellobacter
ASV0918,Bacteria; Bdellovibrionota; Oligoflexia; 0319_6G20; f; g
ASV0919,Bacteria; Bdellovibrionota; Oligoflexia; 0319_6G20; f; g
ASV0920,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Pelotomaculaceae; Pelotomaculum
ASV0921,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Rhodocyclaceae; Azoarcus
ASV0922,Archaea; Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus
ASV0923,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Family_XI; Tissierella
ASV0924,Bacteria; Actinobacteriota; Coriobacteriia; OPB41; f; g
ASV0925,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Leptolinea
ASV0926,Bacteria; Armatimonadota; uncultured; o; f; g
ASV0927,Bacteria; Armatimonadota; uncultured; o; f; g
ASV0928,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium
ASV0929,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; uncultured
ASV0930,Archaea; Crenarchaeota; Bathyarchaeia; o; f; g
ASV0931,Bacteria; Actinobacteriota; Coriobacteriia; OPB41; f; g
ASV0932,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus
ASV0933,Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; CPla_3_termite_group; g
ASV0934,Bacteria; Desulfobacterota; Syntrophobacteria; Syntrophobacterales; Syntrophobacteraceae; Syntrophobacter
ASV0935,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; ADurb_Bin063_1
ASV0936,Bacteria; Firmicutes; Clostridia; Gracilibacteraceae; Lutispora; g
ASV0937,Bacteria; Firmicutes; Clostridia; Peptococcales; Peptococcaceae; uncultured
ASV0938,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SC_I_84; g
ASV0939,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV0940,Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter
ASV0941,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodomicrobiaceae; Rhodomicrobium
ASV0942,Bacteria; Proteobacteria; Alphaproteobacteria; uncultured; f; g
ASV0943,Bacteria; Desulfobacterota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Bilophila
ASV0944,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Variovorax
ASV0945,Bacteria; Firmicutes; Clostridia; Clostridia_vadinBB60_group; f; g
ASV0946,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV0947,Bacteria; Actinobacteriota; MB_A2_108; o; f; g
ASV0948,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Bosea
ASV0949,Bacteria; Firmicutes; Clostridia; Clostridia_vadinBB60_group; f; g
ASV0950,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae_R_7_group
ASV0951,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Hydrogenophilaceae; Thiobacillus
ASV0952,Bacteria; Firmicutes; Clostridia; Oscillospirales; UCG_010; g
ASV0953,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia
ASV0954,Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Cohnella
ASV0955,Bacteria; Firmicutes; Limnochordia; Hydrogenispora; f; g
ASV0956,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dokdonella
ASV0957,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphobaculum
ASV0958,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidetes_vadinHA17; g
ASV0959,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; g
ASV0960,Bacteria; Armatimonadota; uncultured; o; f; g
ASV0961,Bacteria; Desulfobacterota; Syntrophobacteria; Syntrophobacterales; Syntrophobacteraceae; Syntrophobacter
ASV0962,Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; Sporobacter
ASV0963,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Cellulomonadaceae; Actinotalea
ASV0964,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67_14; g
ASV0965,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Altererythrobacter
ASV0966,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Alkaliphilus; g
ASV0967,Bacteria; Actinobacteriota; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
ASV0968,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Sedimentibacteraceae; Sedimentibacter
ASV0969,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV0970,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys
ASV0971,Bacteria; Gemmatimonadota; AKAU4049; o; f; g
ASV0972,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Desulfotomaculales_Incertae_Sedis; Desulfallas_Sporotomaculum
ASV0973,Bacteria; Desulfobacterota; Desulfuromonadia; PB19; f; g
ASV0974,Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; g
ASV0975,Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; bac2nit3; g
ASV0976,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV0977,Bacteria; RCP2_54; c; o; f; g
ASV0978,Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides
ASV0979,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
ASV0980,Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides
ASV0981,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Allorhizobium_Neorhizobium_Pararhizobium_Rhizobium
ASV0982,Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41
ASV0983,Bacteria; Patescibacteria; Microgenomatia; Candidatus_Woesebacteria; f; g
ASV0984,Bacteria; Proteobacteria; Alphaproteobacteria; Defluviicoccales; Defluviicoccaceae; Defluviicoccus
ASV0985,Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; g
ASV0986,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV0987,Bacteria; Firmicutes; Clostridia; Oscillospirales; UCG_010; g
ASV0988,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; g
ASV0990,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Anaerovoracaceae; Anaerovorax
ASV0991,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; TRA3_20; g
ASV0992,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Rhodoplanes
ASV0993,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Desulfotomaculales_Incertae_Sedis; Desulfallas_Sporotomaculum
ASV0994,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV0995,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; uncultured
ASV0996,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
ASV0997,Archaea; Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus
ASV0998,Bacteria; Proteobacteria; Gammaproteobacteria; Piscirickettsiales; Piscirickettsiaceae; Candidatus_Endoecteinascidia
ASV0999,Bacteria; Chloroflexi; Ktedonobacteria; C0119; f; g
ASV1000,Bacteria; Proteobacteria; Gammaproteobacteria; Diplorickettsiales; Diplorickettsiaceae; Aquicella
ASV1001,Bacteria; Chloroflexi; KD4_96; o; f; g
ASV1002,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV1003,Bacteria; Chloroflexi; Anaerolineae; SJA_15; f; g
ASV1004,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
ASV1005,Bacteria; Myxococcota; Polyangia; mle1_27; f; g
ASV1006,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
ASV1007,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SC_I_84; g
ASV1008,Archaea; Crenarchaeota; Bathyarchaeia; o; f; g
ASV1009,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prolixibacteraceae; BSV13
ASV1010,Bacteria; Firmicutes; D8A_2; o; f; g
ASV1011,Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; g
ASV1012,Bacteria; Bacteroidota; Kapabacteria; Kapabacteriales; f; g
ASV1014,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV1015,Bacteria; Desulfobacterota; uncultured; o; f; g
ASV1016,Bacteria; Chloroflexi; Anaerolineae; SJA_15; f; g
ASV1017,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium
ASV1018,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Vulcanibacillus
ASV1019,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
ASV1021,Bacteria; Firmicutes; Desulfitobacteriia; Desulfitobacteriales; SyntrophobASVlaceae; Dehalobacter
ASV1022,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae_R_7_group
ASV1023,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Ramlibacter
ASV1024,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV1025,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV1026,Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus_Solibacter
ASV1027,Bacteria; Patescibacteria; Microgenomatia; Candidatus_Woesebacteria; f; g
ASV1028,Bacteria; Actinobacteriota; Coriobacteriia; OPB41; f; g
ASV1029,Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Azospirillaceae; Azospirillum
ASV1030,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV1031,Bacteria; Proteobacteria; Gammaproteobacteria; Diplorickettsiales; Diplorickettsiaceae; uncultured
ASV1032,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; uncultured
ASV1033,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales_Incertae_Sedis; Bauldia
ASV1034,Bacteria; Firmicutes; Symbiobacteriia; Symbiobacteriales; Symbiobacteraceae; uncultured
ASV1035,Bacteria; Fibrobacterota; Chitinivibrionia; uncultured; f; g
ASV1036,Archaea; Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus
ASV1037,Bacteria; Proteobacteria; Alphaproteobacteria; uncultured; f; g
ASV1038,Bacteria; Patescibacteria; Berkelbacteria; o; f; g
ASV1039,Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; f; g
ASV1040,Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; f; g
ASV1041,Bacteria; Firmicutes; Syntrophomonadia; Syntrophomonadales; Syntrophomonadaceae; uncultured
ASV1042,Bacteria; Firmicutes; uncultured; o; f; g
ASV1043,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV1044,Bacteria; Myxococcota; Polyangia; Nannocystales; Nannocystaceae; g
ASV1045,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium
ASV1046,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium
ASV1047,Bacteria; Firmicutes; Negativicutes; Veillonellales_Selenomonadales; Sporomusaceae; Sporomusa
ASV1048,Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
ASV1049,Bacteria; Firmicutes; Thermoanaerobacteria; Thermoanaerobacterales; SRB2; g
ASV1050,Bacteria; Methylomirabilota; Methylomirabilia; Rokubacteriales; f; g
ASV1051,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67_14; g
ASV1052,Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101_soil_group; g
ASV1053,Bacteria; Firmicutes; Clostridia; Oscillospirales; UCG_010; g
ASV1054,Bacteria; Acidobacteriota; Acidobacteriae; Paludibaculum; f; g
ASV1055,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; ADurb_Bin063_1
ASV1056,Bacteria; Armatimonadota; uncultured; o; f; g
ASV1057,Bacteria; Desulfobacterota; Desulfobacteria; Desulfatiglandales; Desulfatiglandaceae; Desulfatiglans
ASV1058,Bacteria; Chloroflexi; Anaerolineae; SBR1031; f; g
ASV1059,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Paenarthrobacter
ASV1060,Bacteria; Chloroflexi; Anaerolineae; SBR1031; f; g
ASV1061,Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Sorangium
ASV1062,Bacteria; Chloroflexi; OLB14; o; f; g
ASV1063,Bacteria; Firmicutes; Limnochordia; Hydrogenispora; f; g
ASV1064,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; uncultured; g
ASV1065,Bacteria; Desulfobacterota; Syntrophia; Syntrophales; Smithellaceae; Smithella
ASV1066,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
